max,min
0.007864046,0.007864046
0.007867059,0.007867059
0.007856488,0.007856488
0.0078398865,0.0078398865
0.007835353,0.007835353
0.007829316,0.007829316
0.007827798,0.007827798
0.00781874,0.00781874
0.007817221,0.007817221
0.0078096706,0.0078096706
0.007806647,0.007806647
0.007799096,0.007799096
0.007797573,0.007797573
0.0077840034,0.0077840034
0.0077749505,0.0077749505
0.007774933,0.007774933
0.00776889,0.00776889
0.0077598393,0.0077598393
0.007753801,0.007753801
0.00775528,0.00775528
0.007743223,0.007743223
0.0077356803,0.0077356803
0.007734151,0.007734151
0.007728106,0.007728106
0.0077250716,0.0077250716
0.0077100163,0.0077100163
0.007703978,0.007703978
0.007697938,0.007697938
0.007690397,0.007690397
0.0076903636,0.0076903636
0.0076768203,0.0076768203
0.0076767863,0.0076767863
0.0076737413,0.0076737413
0.0076677045,0.0076677045
0.0076616644,0.0076616644
0.0076481286,0.0076481286
0.0076480866,0.0076480866
0.007639049,0.007639049
0.0076345094,0.0076345094
0.0076314686,0.0076314686
0.0076224334,0.0076224334
0.0076193865,0.0076193865
0.007614847,0.007614847
0.0076073105,0.0076073105
0.007598279,0.007598279
0.0075982255,0.0075982255
0.0075891945,0.0075891945
0.0075801653,0.0075801653
0.0075771175,0.0075771175
0.0075621116,0.0075621116
0.0075545767,0.0075545767
0.007548545,0.007548545
0.0075425105,0.0075425105
0.007542453,0.007542453
0.007530445,0.007530445
0.0075229146,0.0075229146
0.007519868,0.007519868
0.0075078635,0.0075078635
0.007500336,0.007500336
0.0074943025,0.0074943025
0.0074957255,0.0074957255
0.007485218,0.007485218
0.007483662,0.007483662
0.0074731573,0.0074731573
0.0074745775,0.0074745775
0.007458109,0.007458109
0.0074520786,0.0074520786
0.007456476,0.007456476
0.0074429917,0.0074429917
0.0074458965,0.0074458965
0.007439864,0.007439864
0.0074278805,0.0074278805
0.007421849,0.007421849
0.00741879,0.00741879
0.0074112723,0.0074112723
0.007400783,0.007400783
0.007393264,0.007393264
0.0073872334,0.0073872334
0.007387153,0.007387153
0.007376664,0.007376664
0.007366178,0.007366178
0.007363119,0.007363119
0.0073570893,0.0073570893
0.007345125,0.007345125
0.007336133,0.007336133
0.0073375246,0.0073375246
0.0073270495,0.0073270495
0.007318056,0.007318056
0.0073105497,0.0073105497
0.0073074885,0.0073074885
0.0072999853,0.0072999853
0.0072984053,0.0072984053
0.0072953464,0.0072953464
0.0072893174,0.0072893174
0.007286256,0.007286256
0.00727875,0.00727875
0.0072712465,0.0072712465
0.0072593023,0.0072593023
0.0072473628,0.0072473628
0.0072442996,0.0072442996
0.0072367988,0.0072367988
0.0072248634,0.0072248634
0.0072277146,0.0072277146
0.007212824,0.007212824
0.007217152,0.007217152
0.0072096535,0.0072096535
0.007199203,0.007199203
0.0071931854,0.0071931854
0.0071915947,0.0071915947
0.0071841013,0.0071841013
0.007175131,0.007175131
0.0071646874,0.0071646874
0.007157199,0.007157199
0.00715266,0.00715266
0.007139267,0.007139267
0.0071406257,0.0071406257
0.0071375594,0.0071375594
0.0071285996,0.0071285996
0.007127002,0.007127002
0.0071180426,0.0071180426
0.0071046674,0.0071046674
0.0071001295,0.0071001295
0.0070911697,0.0070911697
0.007088104,0.007088104
0.0070879795,0.0070879795
0.007077555,0.007077555
0.007065661,0.007065661
0.0070640617,0.0070640617
0.007056582,0.007056582
0.007040286,0.007040286
0.007041627,0.007041627
0.007035622,0.007035622
0.007028145,0.007028145
0.0070250765,0.0070250765
0.0070102606,0.0070102606
0.0070027905,0.0070027905
0.006996787,0.006996787
0.0069922497,0.0069922497
0.0069935787,0.0069935787
0.0069802445,0.0069802445
0.006977175,0.006977175
0.0069638435,0.0069638435
0.0069549102,0.0069549102
0.006947445,0.006947445
0.0069546276,0.0069546276
0.00693984,0.00693984
0.006935306,0.006935306
0.006926383,0.006926383
0.0069218427,0.0069218427
0.006908529,0.006908529
0.0069040013,0.0069040013
0.006899464,0.006899464
0.006894929,0.006894929
0.0068801665,0.0068801665
0.0068741716,0.0068741716
0.006866719,0.006866719
0.0068738707,0.0068738707
0.0068620346,0.0068620346
0.0068545826,0.0068545826
0.006845671,0.006845671
0.006833844,0.006833844
0.006824938,0.006824938
0.0068247803,0.0068247803
0.006812961,0.006812961
0.0068113464,0.0068113464
0.0068009854,0.0068009854
0.0067877145,0.0067877145
0.0067919246,0.0067919246
0.0067801126,0.0067801126
0.0067741293,0.0067741293
0.0067594126,0.0067594126
0.006750518,0.006750518
0.006757631,0.006757631
0.0067443764,0.0067443764
0.0067398497,0.0067398497
0.0067236894,0.0067236894
0.006726434,0.006726434
0.0067175496,0.0067175496
0.006705756,0.006705756
0.006702687,0.006702687
0.006693805,0.006693805
0.00668928,0.00668928
0.006680403,0.006680403
0.006672975,0.006672975
0.0066655516,0.0066655516
0.0066682776,0.0066682776
0.0066521545,0.0066521545
0.006643283,0.006643283
0.0066373115,0.0066373115
0.006640032,0.006640032
0.0066239247,0.0066239247
0.006616505,0.006616505
0.006607643,0.006607643
0.0066045704,0.0066045704
0.0065957066,0.0065957066
0.0065940814,0.0065940814
0.006576546,0.006576546
0.0065691327,0.0065691327
0.006570396,0.006570396
0.006560097,0.006560097
0.0065483563,0.0065483563
0.0065553947,0.0065553947
0.006540769,0.006540769
0.006534807,0.006534807
0.006518742,0.006518742
0.0065156706,0.0065156706
0.00650971,0.00650971
0.006503752,0.006503752
0.006489147,0.006489147
0.006490399,0.006490399
0.006483003,0.006483003
0.0064669615,0.0064669615
0.0064682118,0.0064682118
0.006462258,0.006462258
0.006450545,0.006450545
0.0064431583,0.0064431583
0.0064400844,0.0064400844
0.006435571,0.006435571
0.006419553,0.006419553
0.006413609,0.006413609
0.006409098,0.006409098
0.00640315,0.00640315
0.0063943304,0.0063943304
0.006385511,0.006385511
0.0063781342,0.0063781342
0.0063664466,0.0063664466
0.0063633746,0.0063633746
0.006354566,0.006354566
0.006350062,0.006350062
0.0063412515,0.0063412515
0.006333879,0.006333879
0.006329376,0.006329376
0.0063205706,0.0063205706
0.006308905,0.006308905
0.006298671,0.006298671
0.0062927366,0.0062927366
0.0062896684,0.0062896684
0.006279444,0.006279444
0.0062692175,0.0062692175
0.0062675797,0.0062675797
0.0062559266,0.0062559266
0.0062500015,0.0062500015
0.0062426436,0.0062426436
0.006235287,0.006235287
0.006220789,0.006220789
0.006219151,0.006219151
0.0062160813,0.0062160813
0.006200164,0.006200164
0.0061899605,0.0061899605
0.006195456,0.006195456
0.0061781215,0.0061781215
0.0061707767,0.0061707767
0.006174843,0.006174843
0.006161793,0.006161793
0.006150178,0.006150178
0.0061456864,0.0061456864
0.006138346,0.006138346
0.0061310045,0.0061310045
0.0061222482,0.0061222482
0.0061177528,0.0061177528
0.0060976194,0.0060976194
0.006103087,0.006103087
0.0060843797,0.0060843797
0.0060870023,0.0060870023
0.006081093,0.006081093
0.006060978,0.006060978
0.006062175,0.006062175
0.006053428,0.006053428
0.0060446872,0.0060446872
0.0060373624,0.0060373624
0.0060272072,0.0060272072
0.006014214,0.006014214
0.006012568,0.006012568
0.006009509,0.006009509
0.00599652,0.00599652
0.0059934603,0.0059934603
0.0059833117,0.0059833117
0.0059675025,0.0059675025
0.0059672743,0.0059672743
0.00595572,0.00595572
0.0059554903,0.0059554903
0.0059411125,0.0059411125
0.0059295646,0.0059295646
0.00592509,0.00592509
0.0059220297,0.0059220297
0.0059104897,0.0059104897
0.0058975443,0.0058975443
0.005895894,0.005895894
0.005890011,0.005890011
0.0058770715,0.0058770715
0.0058711893,0.0058711893
0.0058596674,0.0058596674
0.0058636595,0.0058636595
0.005856372,0.005856372
0.0058392137,0.0058392137
0.005834749,0.005834749
0.0058161947,0.0058161947
0.0058328523,0.0058328523
0.0058128983,0.0058128983
0.0058027986,0.0058027986
0.0057913014,0.0057913014
0.0057769944,0.0057769944
0.005789404,0.005789404
0.0057722884,0.0057722884
0.005763608,0.005763608
0.0057493127,0.0057493127
0.0057420437,0.0057420437
0.00574882,0.00574882
0.0057387394,0.0057387394
0.005718841,0.005718841
0.005710178,0.005710178
0.0056959023,0.0056959023
0.005704067,0.005704067
0.005689799,0.005689799
0.0056839376,0.0056839376
0.0056696786,0.0056696786
0.005658223,0.005658223
0.005663572,0.005663572
0.005650722,0.005650722
0.005643469,0.005643469
0.0056264256,0.0056264256
0.00561079,0.00561079
0.0056189257,0.0056189257
0.0056102867,0.0056102867
0.0055988496,0.0055988496
0.0055888155,0.0055888155
0.0055676126,0.0055676126
0.0055743367,0.0055743367
0.005569893,0.005569893
0.005557079,0.005557079
0.0055428697,0.0055428697
0.0055509796,0.0055509796
0.005538171,0.005538171
0.005528154,0.005528154
0.0055069956,0.0055069956
0.005503949,0.005503949
0.005506475,0.005506475
0.005497857,0.005497857
0.005475329,0.005475329
0.0054681124,0.0054681124
0.0054525556,0.0054525556
0.005459243,0.005459243
0.00544647,0.00544647
0.005435092,0.005435092
0.00542788,0.00542788
0.005427616,0.005427616
0.005414857,0.005414857
0.005403485,0.005403485
0.0053893486,0.0053893486
0.005375213,0.005375213
0.0053874278,0.0053874278
0.0053705256,0.0053705256
0.0053591733,0.0053591733
0.005345052,0.005345052
0.005357246,0.005357246
0.005340361,0.005340361
0.0053262506,0.0053262506
0.0053204447,0.0053204447
0.005299429,0.005299429
0.005306073,0.005306073
0.005291978,0.005291978
0.0052792723,0.0052792723
0.005273473,0.005273473
0.0052731996,0.0052731996
0.005260499,0.005260499
0.0052491855,0.0052491855
0.0052392534,0.0052392534
0.0052251904,0.0052251904
0.0052262926,0.0052262926
0.005216365,0.005216365
0.005202312,0.005202312
0.0051896423,0.0051896423
0.0051976275,0.0051976275
0.005184959,0.005184959
0.0051667863,0.0051667863
0.0051582595,0.0051582595
0.0051662326,0.0051662326
0.005149448,0.005149448
0.005135425,0.005135425
0.0051241564,0.0051241564
0.0051073916,0.0051073916
0.0051167253,0.0051167253
0.0050958544,0.0050958544
0.0050887135,0.0050887135
0.0050747194,0.0050747194
0.0050799204,0.0050799204
0.0050659287,0.0050659287
0.005056053,0.005056053
0.005044809,0.005044809
0.005045896,0.005045896
0.005031918,0.005031918
0.00502342,0.00502342
0.005008087,0.005008087
0.005016007,0.005016007
0.004997943,0.004997943
0.0049826205,0.0049826205
0.0049727717,0.0049727717
0.0049615586,0.0049615586
0.004966733,0.004966733
0.004951427,0.004951427
0.004938859,0.004938859
0.004918112,0.004918112
0.004935552,0.004935552
0.0049161753,0.0049161753
0.004903621,0.004903621
0.004888349,0.004888349
0.00489487,0.00489487
0.0048768776,0.0048768776
0.0048725028,0.0048725028
0.0048518064,0.0048518064
0.0048569543,0.0048569543
0.0048471447,0.0048471447
0.004830542,0.004830542
0.004812591,0.004812591
0.004805514,0.004805514
0.0048106504,0.0048106504
0.0047913548,0.0047913548
0.004782921,0.004782921
0.0047649983,0.0047649983
0.0047728415,0.0047728415
0.004754926,0.004754926
0.0047465046,0.0047465046
0.00472725,0.00472725
0.004737787,0.004737787
0.004721247,0.004721247
0.004707423,0.004707423
0.0046936055,0.0046936055
0.0046973666,0.0046973666
0.004680852,0.004680852
0.0046697464,0.0046697464
0.004655948,0.004655948
0.004662399,0.004662399
0.004647255,0.004647255
0.0046307677,0.0046307677
0.004614291,0.004614291
0.0046247793,0.0046247793
0.0046096523,0.0046096523
0.0045985766,0.0045985766
0.0045821215,0.0045821215
0.0045858584,0.0045858584
0.0045680646,0.0045680646
0.00456642,0.00456642
0.0045392257,0.0045392257
0.0045483354,0.0045483354
0.0045332513,0.0045332513
0.004520865,0.004520865
0.004505793,0.004505793
0.004506835,0.004506835
0.0044984818,0.0044984818
0.004480744,0.004480744
0.0044656945,0.0044656945
0.004473438,0.004473438
0.004451698,0.004451698
0.0044420217,0.0044420217
0.004432349,0.004432349
0.004430709,0.004430709
0.004422378,0.004422378
0.004403351,0.004403351
0.0043856753,0.0043856753
0.0043907193,0.0043907193
0.0043797265,0.0043797265
0.004360731,0.004360731
0.0043497523,0.0043497523
0.004334776,0.004334776
0.0043438138,0.0043438138
0.0043221763,0.0043221763
0.0043125483,0.0043125483
0.004294928,0.004294928
0.0043012877,0.0043012877
0.004289002,0.004289002
0.00427007,0.00427007
0.0042538084,0.0042538084
0.0042575,0.0042575
0.004246567,0.004246567
0.0042303186,0.0042303186
0.0042193937,0.0042193937
0.0042230743,0.0042230743
0.004205521,0.004205521
0.0041932794,0.0041932794
0.00417972,0.00417972
0.004183396,0.004183396
0.0041645393,0.0041645393
0.0041496707,0.0041496707
0.0041387784,0.0041387784
0.004143776,0.004143776
0.004119658,0.004119658
0.0041127484,0.0041127484
0.004099229,0.004099229
0.0041015754,0.0041015754
0.00408542,0.00408542
0.004074557,0.004074557
0.0040610605,0.0040610605
0.004063402,0.004063402
0.004047271,0.004047271
0.0040311534,0.0040311534
0.0040150434,0.0040150434
0.004023969,0.004023969
0.004006551,0.004006551
0.0039891433,0.0039891433
0.003971744,0.003971744
0.003960929,0.003960929
0.0039645815,0.0039645815
0.003947204,0.003947204
0.0039324607,0.0039324607
0.0039216634,0.0039216634
0.003923998,0.003923998
0.003906647,0.003906647
0.0038932404,0.0038932404
0.003881153,0.003881153
0.0038821725,0.0038821725
0.0038622317,0.0038622317
0.003855398,0.003855398
0.0038367845,0.0038367845
0.0038417317,0.0038417317
0.0038270543,0.0038270543
0.003809774,0.003809774
0.003793807,0.003793807
0.0037987467,0.0037987467
0.0037827906,0.0037827906
0.0037668464,0.0037668464
0.003754822,0.003754822
0.003750628,0.003750628
0.0037399181,0.0037399181
0.0037253045,0.0037253045
0.0037106995,0.0037106995
0.0036948002,0.0036948002
0.003702328,0.003702328
0.0036851405,0.0036851405
0.0036718608,0.0036718608
0.003652091,0.003652091
0.0036557144,0.0036557144
0.0036437497,0.0036437497
0.003621412,0.003621412
0.0036068729,0.0036068729
0.0036130834,0.0036130834
0.0035985524,0.0035985524
0.003586618,0.003586618
0.0035669238,0.0035669238
0.003571832,0.003571832
0.0035573284,0.0035573284
0.003542833,0.003542833
0.0035257624,0.0035257624
0.0035254934,0.0035254934
0.0035110204,0.0035110204
0.0034978467,0.0034978467
0.0034859704,0.0034859704
0.0034650706,0.0034650706
0.0034622333,0.0034622333
0.0034568207,0.0034568207
0.0034385265,0.0034385265
0.003424108,0.003424108
0.0034238535,0.0034238535
0.0034081603,0.0034081603
0.0033937641,0.0033937641
0.0033755207,0.0033755207
0.0033752718,0.0033752718
0.0033647483,0.0033647483
0.0033516665,0.0033516665
0.0033373064,0.0033373064
0.0033191121,0.0033191121
0.0033201491,0.0033201491
0.0033058142,0.0033058142
0.0032850855,0.0032850855
0.003272052,0.003272052
0.0032743732,0.0032743732
0.0032664621,0.0032664621
0.0032483295,0.0032483295
0.0032276579,0.0032276579
0.0032210418,0.0032210418
0.0032220886,0.0032220886
0.0031988935,0.0031988935
0.0031820906,0.0031820906
0.0031754952,0.0031754952
0.0031739958,0.0031739958
0.0031584909,0.0031584909
0.0031429958,0.0031429958
0.0031287852,0.0031287852
0.0031094966,0.0031094966
0.0031143678,0.0031143678
0.0031027186,0.0031027186
0.0030847283,0.0030847283
0.0030680224,0.0030680224
0.0030525948,0.0030525948
0.0030511254,0.0030511254
0.003035712,0.003035712
0.0030190458,0.0030190458
0.003007454,0.003007454
0.0030059924,0.0030059924
0.0029944123,0.0029944123
0.0029790462,0.0029790462
0.0029674813,0.0029674813
0.0029533992,0.0029533992
0.0029519482,0.0029519482
0.0029303122,0.0029303122
0.0029162564,0.0029162564
0.0029009525,0.0029009525
0.0028869186,0.0028869186
0.0028854841,0.0028854841
0.002867691,0.002867691
0.0028536848,0.0028536848
0.0028422,0.0028422
0.0028407779,0.0028407779
0.0028293054,0.0028293054
0.0028128207,0.0028128207
0.0027875663,0.0027875663
0.0027786358,0.0027786358
0.0027784822,0.0027784822
0.0027595356,0.0027595356
0.0027456135,0.0027456135
0.0027317007,0.0027317007
0.0027165492,0.0027165492
0.0027151594,0.0027151594
0.002697525,0.002697525
0.0026886463,0.0026886463
0.0026710366,0.0026710366
0.0026534414,0.0026534414
0.0026533185,0.0026533185
0.0026344955,0.0026344955
0.0026256556,0.0026256556
0.0026056152,0.0026056152
0.0025855938,0.0025855938
0.0025929485,0.0025929485
0.0025741914,0.0025741914
0.0025666293,0.0025666293
0.0025491384,0.0025491384
0.0025291813,0.0025291813
0.0025253661,0.0025253661
0.0025203112,0.0025203112
0.0024979122,0.0024979122
0.0024842024,0.0024842024
0.0024643142,0.0024643142
0.0024630008,0.0024630008
0.002450556,0.002450556
0.0024319459,0.0024319459
0.0024219954,0.0024219954
0.0024058807,0.0024058807
0.0024070519,0.0024070519
0.002395888,0.002395888
0.0023785704,0.0023785704
0.0023600387,0.0023600387
0.0023378283,0.0023378283
0.0023254824,0.0023254824
0.0023266752,0.0023266752
0.0023094255,0.0023094255
0.002293419,0.002293419
0.0022823408,0.0022823408
0.0022675886,0.0022675886
0.0022638883,0.0022638883
0.0022479298,0.0022479298
0.0022270868,0.0022270868
0.0022209554,0.0022209554
0.0022013686,0.0022013686
0.0021866912,0.0021866912
0.0021805833,0.0021805833
0.0021647052,0.0021647052
0.0021537277,0.0021537277
0.0021317757,0.0021317757
0.0021244811,0.0021244811
0.0021196278,0.0021196278
0.0021050333,0.0021050333
0.002088016,0.002088016
0.002069798,0.002069798
0.0020601102,0.0020601102
0.00204314,0.00204314
0.0020407627,0.0020407627
0.002023814,0.002023814
0.002003243,0.002003243
0.0019923951,0.0019923951
0.0019767082,0.0019767082
0.001958613,0.001958613
0.0019599076,0.0019599076
0.0019418378,0.0019418378
0.0019334592,0.0019334592
0.0019130035,0.0019130035
0.0018961907,0.0018961907
0.001880604,0.001880604
0.001878302,0.001878302
0.0018639439,0.0018639439
0.0018447792,0.0018447792
0.0018280429,0.0018280429
0.001814934,0.001814934
0.0017958243,0.0017958243
0.0017923609,0.0017923609
0.0017804903,0.0017804903
0.0017638283,0.0017638283
0.0017495819,0.0017495819
0.0017341533,0.0017341533
0.0017187388,0.0017187388
0.0017189119,0.0017189119
0.0016975345,0.0016975345
0.0016797693,0.0016797693
0.0016739793,0.0016739793
0.0016538557,0.0016538557
0.0016313632,0.0016313632
0.0016148647,0.0016148647
0.0016138903,0.0016138903
0.001600993,0.001600993
0.0015928741,0.0015928741
0.0015740478,0.0015740478
0.0015576221,0.0015576221
0.0015400243,0.0015400243
0.0015236343,0.0015236343
0.0015203279,0.0015203279
0.0015004042,0.0015004042
0.0014959247,0.0014959247
0.0014724799,0.0014724799
0.00146091,0.00146091
0.0014469838,0.0014469838
0.0014295229,0.0014295229
0.0014274557,0.0014274557
0.0014147519,0.0014147519
0.0013890682,0.0013890682
0.0013834834,0.0013834834
0.0013613863,0.0013613863
0.001342852,0.001342852
0.0013314084,0.0013314084
0.0013129116,0.0013129116
0.0013109108,0.0013109108
0.0012947988,0.0012947988
0.0012810573,0.0012810573
0.0012649797,0.0012649797
0.0012465738,0.0012465738
0.001229362,0.001229362
0.0012086544,0.0012086544
0.0012125728,0.0012125728
0.0011907278,0.0011907278
0.0011770979,0.0011770979
0.0011681624,0.0011681624
0.0011452127,0.0011452127
0.0011363045,0.0011363045
0.0011122351,0.0011122351
0.0010986908,0.0010986908
0.0011003157,0.0011003157
0.0010856285,0.0010856285
0.0010628105,0.0010628105
0.0010458371,0.0010458371
0.0010288843,0.0010288843
0.0010177612,0.0010177612
0.0009996847,0.0009996847
0.0009804693,0.0009804693
0.0009833088,0.0009833088
0.0009641269,0.0009641269
0.0009438101,0.0009438101
0.0009316199,0.0009316199
0.000912505,0.000912505
0.0008991928,0.0008991928
0.00088474125,0.00088474125
0.0008610746,0.0008610746
0.0008547384,0.0008547384
0.00084725826,0.00084725826
0.00083402597,0.00083402597
0.00081620563,0.00081620563
0.0007961068,0.0007961068
0.0007875305,0.0007875305
0.00076517713,0.00076517713
0.00074514886,0.00074514886
0.00073203066,0.00073203066
0.00071778207,0.00071778207
0.00069896824,0.00069896824
0.00069849973,0.00069849973
0.0006842994,0.0006842994
0.0006666867,0.0006666867
0.00065252447,0.00065252447
0.0006326708,0.0006326708
0.0006174079,0.0006174079
0.0005987433,0.0005987433
0.0005880808,0.0005880808
0.00057173753,0.00057173753
0.0005576916,0.0005576916
0.0005402522,0.0005402522
0.00053306494,0.00053306494
0.00051907176,0.00051907176
0.00050396204,0.00050396204
0.00048546962,0.00048546962
0.0004738023,0.0004738023
0.00045875233,0.00045875233
0.000432403,0.000432403
0.0004230567,0.0004230567
0.00040580996,0.00040580996
0.00038971592,0.00038971592
0.00036574187,0.00036574187
0.00037225755,0.00037225755
0.00035847293,0.00035847293
0.00033682148,0.00033682148
0.00032420518,0.00032420518
0.0003048563,0.0003048563
0.00029227897,0.00029227897
0.00027185516,0.00027185516
0.00025033663,0.00025033663
0.00023333495,0.00023333495
0.00022420389,0.00022420389
0.00020836382,0.00020836382
0.00018582893,0.00018582893
0.00017339336,0.00017339336
0.0001732717,0.0001732717
0.00015862769,0.00015862769
0.0001384226,0.0001384226
0.00011601465,0.00011601465
0.00010255601,0.00010255601
8.911618e-5,8.911618e-5
7.569522e-5,7.569522e-5
5.8955997e-5,5.8955997e-5
4.2240423e-5,4.2240423e-5
2.110523e-5,2.110523e-5
6.660081e-6,6.660081e-6
1.3310698e-5,1.3310698e-5
2.9927764e-5,2.9927764e-5
4.6521152e-5,4.6521152e-5
4.5381115e-5,4.5381115e-5
5.9727605e-5,5.9727605e-5
7.184294e-5,7.184294e-5
8.835885e-5,8.835885e-5
0.00011478427,0.00011478427
0.00013234845,0.00013234845
0.00014547881,0.00014547881
0.0001563875,0.0001563875
0.0001815872,0.0001815872
0.00019685287,0.00019685287
0.00020770039,0.00020770039
0.00022292472,0.00022292472
0.00024580827,0.00024580827
0.00025769297,0.00025769297
0.00027503882,0.00027503882
0.0002978342,0.0002978342
