tau,w_EE,w_EI,w_IE,beta,noise,theta_E,theta_I
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01642913930118084,0.06556454300880432,5.810606002807617,6.474427700042725,7.960668563842773,0.21383006870746613,0.6503003239631653,0.14723503589630127
0.016469387337565422,6.399583339691162,7.386559963226318,6.934925556182861,1.1707262992858887,0.11822506785392761,0.05969581380486488,-0.7760088443756104
0.01692087948322296,6.72791051864624,8.67192268371582,7.470342636108398,9.313658714294434,0.20324699580669403,1.2315354347229004,-7.500422954559326
0.016679218038916588,2.3731462955474854,7.368533134460449,8.765290260314941,4.664881229400635,0.0699763298034668,-0.48577797412872314,-9.040278434753418
0.016166793182492256,1.3809478282928467,5.816339015960693,3.905667781829834,1.450936198234558,0.26172128319740295,1.1864093542099,0.034136220812797546
0.01683732680976391,8.035755157470703,8.593377113342285,9.884804725646973,0.664768397808075,0.22590139508247375,0.7185915112495422,-1.5869327783584595
0.01628142222762108,3.043529987335205,7.286886215209961,8.190193176269531,2.012296438217163,0.28749141097068787,6.967889308929443,-2.843951463699341
0.01683332957327366,3.037818431854248,6.809770107269287,8.320762634277344,1.0162650346755981,0.2737874388694763,2.1708059310913086,0.12472434341907501
0.016368182376027107,5.574107646942139,6.669301509857178,7.81867790222168,0.7777674794197083,0.11812970787286758,3.416691303253174,-3.275975465774536
0.016476500779390335,9.312393188476562,9.755136489868164,9.529206275939941,1.6605448722839355,0.14862334728240967,3.2213377952575684,-0.9845746755599976
0.01677929237484932,2.6690118312835693,9.46442699432373,8.130620956420898,1.2175461053848267,0.22999460995197296,6.7354583740234375,1.59425950050354
0.01681525819003582,1.0923840999603271,5.00092077255249,3.2630481719970703,1.4081093072891235,0.2966196537017822,0.8201169371604919,0.09351050853729248
0.01673629879951477,1.9896373748779297,3.3427484035491943,9.942923545837402,1.349094271659851,0.1610538214445114,6.901674747467041,1.2693495750427246
0.016374247148633003,5.7352190017700195,8.057037353515625,4.003405570983887,1.6706007719039917,0.048363134264945984,0.1524457037448883,-0.23939074575901031
0.016278952360153198,1.4727777242660522,6.139945030212402,8.738139152526855,4.627836227416992,0.1803956925868988,8.540661811828613,-2.0797884464263916
0.016775531694293022,6.903774738311768,8.956624031066895,8.927716255187988,0.538629412651062,0.03534658998250961,1.3548825979232788,-4.470823287963867
0.01645531691610813,4.19370174407959,8.844612121582031,4.552775859832764,0.7505674362182617,0.20895840227603912,0.5067873001098633,-4.885886192321777
0.016444485634565353,6.988780498504639,4.310060977935791,5.857217311859131,3.0832018852233887,0.20261946320533752,-0.3531050384044647,-2.6367745399475098
0.01611373946070671,1.9199100732803345,5.001562595367432,8.784930229187012,0.6843459010124207,0.17977499961853027,5.3632636070251465,-1.976592779159546
0.01661907695233822,0.4924977719783783,9.851043701171875,7.737974643707275,0.37572023272514343,0.28113916516304016,2.081632614135742,-0.7367150783538818
0.016396179795265198,1.798436164855957,9.357743263244629,2.4046690464019775,2.782787561416626,0.05007854476571083,0.1900361031293869,-2.857306718826294
0.016566887497901917,1.8522069454193115,9.597683906555176,2.9779036045074463,0.9846471548080444,0.11969002336263657,1.2080720663070679,-2.739077091217041
0.01627306267619133,7.288634777069092,4.643613338470459,7.969817161560059,4.959188461303711,0.17085112631320953,1.1963871717453003,0.5749381184577942
0.016218189150094986,1.9407153129577637,5.972316265106201,9.462813377380371,5.534285068511963,0.26255401968955994,0.5227249264717102,-0.5081684589385986
0.01601153053343296,2.3626725673675537,4.615051746368408,7.955228805541992,0.6991203427314758,0.18078184127807617,2.6307599544525146,-0.018168330192565918
0.016226494684815407,1.6465917825698853,7.945784568786621,8.886384010314941,0.8869723081588745,0.16661910712718964,1.656267523765564,-6.634942054748535
0.016738951206207275,4.266282558441162,6.242179870605469,8.960972785949707,1.3933634757995605,0.18007248640060425,1.598538875579834,0.28129398822784424
0.016853714361786842,2.485038995742798,8.109331130981445,2.5211915969848633,1.1187344789505005,0.2826521694660187,1.0409780740737915,-4.981122970581055
0.01628793589770794,5.530636310577393,9.304192543029785,7.152974605560303,0.5272859930992126,0.21071098744869232,1.1339893341064453,-5.734193801879883
0.01610766164958477,1.635642170906067,7.492385387420654,6.619547367095947,2.8824000358581543,0.2719152867794037,6.408818244934082,1.094285249710083
0.016193730756640434,0.26272982358932495,2.442079544067383,8.749147415161133,6.467401504516602,0.012790055014193058,0.7784390449523926,-0.1746169477701187
0.016862452030181885,9.449102401733398,5.199989318847656,7.109155654907227,1.5446933507919312,0.1132802814245224,-0.0622221864759922,0.08918645232915878
0.016441378742456436,3.3628432750701904,4.746584892272949,8.364151954650879,0.8921449184417725,0.253449022769928,3.4131908416748047,-2.636721611022949
0.016046877950429916,5.031914234161377,8.339192390441895,3.9348220825195312,1.2078087329864502,0.16746197640895844,1.334122657775879,0.5950905680656433
0.016204264014959335,3.550814390182495,5.9839091300964355,7.243542194366455,0.6998197436332703,0.17984262108802795,2.737187623977661,-2.928070068359375
0.016255296766757965,7.545745372772217,5.866118431091309,8.59383773803711,1.275626540184021,0.10284140706062317,2.330650568008423,-3.35848331451416
0.016891978681087494,3.8732547760009766,5.585619926452637,4.905341148376465,5.536476135253906,0.18147863447666168,0.5213976502418518,0.4274671673774719
0.016928907483816147,1.6266069412231445,7.278861045837402,0.7130446434020996,2.3579065799713135,0.10576041787862778,0.5474433302879333,-2.922226667404175
0.016490938141942024,3.225987195968628,2.682612419128418,9.554665565490723,2.5721046924591064,0.2473096400499344,8.053241729736328,1.1730979681015015
0.01630263589322567,1.1694562435150146,4.138545036315918,2.86141300201416,3.389385938644409,0.1073860228061676,3.007591962814331,0.5085129141807556
0.01666359417140484,7.109111309051514,9.034603118896484,9.41615104675293,0.7917110323905945,0.2214074581861496,3.941150426864624,0.6126459836959839
0.01665155217051506,1.9942665100097656,9.358367919921875,9.122410774230957,0.9400795698165894,0.20665480196475983,0.842693030834198,-7.269537925720215
0.01666189730167389,9.857500076293945,7.7199320793151855,8.11719036102295,1.0778584480285645,0.25793173909187317,1.563461422920227,0.1712229698896408
0.016626611351966858,4.818558692932129,2.9400131702423096,6.169893264770508,2.374551773071289,0.20040985941886902,0.7036972641944885,-1.7097526788711548
0.016071613878011703,3.7191827297210693,6.415388584136963,4.558681488037109,0.9937810897827148,0.18377567827701569,1.8273444175720215,-0.7529915571212769
0.016884373500943184,0.9542582035064697,6.152781009674072,8.91930103302002,0.5775187015533447,0.28684720396995544,1.9729382991790771,-2.446528673171997
0.016798781231045723,3.446261405944824,7.462262153625488,8.244279861450195,5.075528144836426,0.287635862827301,6.156944751739502,0.24861235916614532
0.01640833541750908,1.5083926916122437,4.051272392272949,8.93453311920166,9.278937339782715,0.1846095472574234,0.785194456577301,0.5140216946601868
0.016867434605956078,5.759734153747559,5.4802680015563965,8.65123176574707,1.6240659952163696,0.058981992304325104,4.339519023895264,-2.7145938873291016
0.01699691079556942,3.1827781200408936,3.1565098762512207,8.780173301696777,9.161914825439453,0.24591392278671265,0.5856055617332458,0.39155346155166626
0.016495879739522934,8.93459701538086,8.79998779296875,6.7246012687683105,2.7553393840789795,0.2531229853630066,0.02902553603053093,-0.04595458507537842
0.016373328864574432,1.9502618312835693,9.356215476989746,3.813183069229126,5.3390278816223145,0.09909787774085999,-1.822402000427246,1.104533314704895
0.016404008492827415,0.872694194316864,6.108099937438965,7.838368892669678,0.46489349007606506,0.23368805646896362,5.449225425720215,0.9938194751739502
0.016958771273493767,2.368630886077881,5.831328868865967,5.3208208084106445,0.7901360392570496,0.17888499796390533,0.555914044380188,-0.704250156879425
0.016526825726032257,5.614309787750244,3.2095396518707275,9.72685718536377,0.7791155576705933,0.04713747650384903,2.913412094116211,-1.0034981966018677
0.01614292338490486,1.3865240812301636,9.225608825683594,7.418978691101074,0.4352008104324341,0.13495007157325745,1.7365816831588745,-3.052938938140869
0.0166632030159235,4.618494510650635,7.744279384613037,2.8721814155578613,7.169785976409912,0.05290207266807556,0.46698078513145447,0.4976787567138672
0.016181768849492073,0.36480802297592163,7.852682113647461,9.791959762573242,1.2069810628890991,0.22671374678611755,2.5562992095947266,-7.417757511138916
0.016857964918017387,1.8647443056106567,8.604585647583008,6.694368839263916,1.4558868408203125,0.09232214838266373,0.5040662288665771,-6.207098960876465
0.016262734308838844,5.811261177062988,9.772485733032227,6.805874824523926,8.672435760498047,0.28888022899627686,0.9158056974411011,0.5057017803192139
0.016993865370750427,3.024782419204712,7.307083606719971,8.823342323303223,0.7305369973182678,0.21429915726184845,4.7555975914001465,-6.6615777015686035
0.016320133581757545,4.190512657165527,8.162476539611816,9.97905158996582,9.682802200317383,0.23433007299900055,0.6459324359893799,0.08796755969524384
0.01619012840092182,4.31579065322876,5.877344608306885,9.825872421264648,0.8382957577705383,0.17823123931884766,1.9201374053955078,-5.123467922210693
0.016637980937957764,1.4867439270019531,6.931465148925781,6.381958961486816,1.0545767545700073,0.2794812023639679,5.0625996589660645,0.9461781978607178
0.016961080953478813,2.214622974395752,2.6273488998413086,9.829973220825195,1.44972825050354,0.2974686920642853,4.692458629608154,-1.2997990846633911
0.01625579409301281,2.962512254714966,6.2818379402160645,8.526910781860352,0.6171324849128723,0.1885085254907608,1.5283167362213135,-1.2035950422286987
0.016470754519104958,0.08240063488483429,7.926145553588867,6.775084018707275,2.1289329528808594,0.29441505670547485,0.956688404083252,-3.870408535003662
0.01658119447529316,2.1335208415985107,3.9623260498046875,7.183247089385986,8.735957145690918,0.130599245429039,0.6327539682388306,0.2862618565559387
0.016043270006775856,1.4663435220718384,3.417937994003296,2.811213493347168,1.464692234992981,0.2006402611732483,1.649793028831482,-1.0439523458480835
0.016897350549697876,1.3274556398391724,5.834691524505615,6.237353801727295,1.1071810722351074,0.09787409007549286,5.266709327697754,-1.2537583112716675
0.016112713143229485,0.6943151354789734,9.368895530700684,9.082879066467285,0.9865532517433167,0.1286330670118332,9.85825252532959,-4.347270965576172
0.016802659258246422,6.907391548156738,3.238560438156128,8.04569149017334,3.4523870944976807,0.2817364037036896,2.122796058654785,0.6039519906044006
0.016880284994840622,0.6995254755020142,1.6632626056671143,8.92630672454834,1.8236579895019531,0.2176513671875,0.3851124346256256,-0.37120041251182556
0.01666387729346752,4.162834167480469,9.933610916137695,6.539842128753662,0.7868279814720154,0.2082619071006775,0.25356316566467285,-5.428867816925049
0.016296565532684326,2.5361180305480957,7.985459327697754,7.976639747619629,0.8744295835494995,0.28019794821739197,1.6104356050491333,-6.072587490081787
0.016343647614121437,0.1524033099412918,4.467869758605957,9.91199779510498,1.5315808057785034,0.17217935621738434,1.9456356763839722,-3.6375889778137207
0.01677645742893219,3.0933213233947754,9.191781997680664,7.500274181365967,1.0388470888137817,0.0830780565738678,6.181513786315918,-4.235531330108643
0.016970423981547356,6.104547023773193,9.891451835632324,7.876697540283203,1.0372333526611328,0.1688113957643509,2.7238876819610596,0.892376720905304
0.016601620241999626,3.2763736248016357,6.97080135345459,7.309453964233398,3.9815080165863037,0.22490733861923218,5.582705974578857,-0.6952816843986511
0.016003357246518135,4.237697124481201,9.114080429077148,9.885031700134277,4.203412055969238,0.2502010464668274,0.16108202934265137,-5.980471134185791
0.01656612567603588,2.937913656234741,9.24622917175293,6.034214019775391,0.6636747121810913,0.2615937292575836,3.6934900283813477,-5.255767345428467
0.016233080998063087,2.1857612133026123,3.3748016357421875,5.807596683502197,1.987180471420288,0.25733354687690735,0.9778134226799011,-0.0990040972828865
0.01680035889148712,4.96732234954834,7.252654075622559,9.215474128723145,0.6093923449516296,0.10199937969446182,2.9916179180145264,-3.383228063583374
0.01661248318850994,5.239889144897461,8.802765846252441,3.303016424179077,1.1177737712860107,0.18302540481090546,-0.3288397490978241,-5.836069583892822
0.016875283792614937,5.741996765136719,7.451568603515625,7.821538925170898,0.8669478297233582,0.1617007553577423,4.014594554901123,0.07951965928077698
0.01611223630607128,5.243067264556885,7.54901123046875,7.581310749053955,5.8294243812561035,0.15269500017166138,3.7526509761810303,-5.482287406921387
0.01627127081155777,1.8435473442077637,5.060001373291016,3.3539884090423584,1.149203896522522,0.2107725292444229,1.1000038385391235,-3.451037883758545
0.016534874215722084,4.165195941925049,8.58310317993164,8.458870887756348,1.4638818502426147,0.11328817158937454,0.4725722074508667,-0.8163381218910217
0.016762424260377884,2.1542840003967285,6.54981803894043,5.645884037017822,2.377002477645874,0.11763244867324829,0.3450823128223419,-0.5766899585723877
0.016744252294301987,1.8140923976898193,8.462109565734863,2.032383441925049,2.139331340789795,0.22457440197467804,1.8229166269302368,-3.295241594314575
0.016189245507121086,8.955005645751953,0.8559901714324951,5.9351654052734375,4.884082794189453,0.0662422925233841,-0.21273978054523468,-6.867100238800049
0.01690414361655712,2.9491937160491943,7.245532989501953,8.813490867614746,0.6856200695037842,0.28812670707702637,1.8405414819717407,-5.050181865692139
0.016280759125947952,3.9124643802642822,8.852681159973145,9.618206024169922,6.119415283203125,0.23451997339725494,6.897150993347168,0.6281864047050476
0.01604040153324604,2.7545456886291504,8.456298828125,9.278867721557617,0.8214433193206787,0.23362988233566284,6.756982803344727,1.0627856254577637
0.0165371373295784,0.9344041347503662,8.079055786132812,9.629729270935059,9.591960906982422,0.15621480345726013,0.7293561100959778,-6.06956672668457
0.016915729269385338,2.315260410308838,7.491102695465088,7.953207492828369,0.9472115635871887,0.2689647972583771,0.01975874789059162,-1.5229634046554565
0.016597740352153778,2.927603244781494,7.167662620544434,7.895874977111816,1.593658208847046,0.012254304252564907,-0.008539080619812012,-3.125661849975586
0.01685059629380703,0.9051557779312134,0.19315552711486816,9.419044494628906,4.60705041885376,0.18939648568630219,4.81191349029541,0.9199191927909851
0.016993539407849312,4.991576671600342,3.933316707611084,5.0498456954956055,7.720287799835205,0.19987915456295013,1.2502681016921997,0.6780097484588623
0.016855185851454735,0.8415870070457458,6.299323558807373,7.169539451599121,0.9179325699806213,0.23432813584804535,5.335438251495361,0.9616504311561584
